rest_id,Restaurant Name,Locality,Area Code,Address,City Code,Cuisine,Cost for 2,Is Recommended,Phone Numbers,Lat Longs,Description,Minimum Order,Delivery Charge Threshold,Compulsory Delivery Charge,Night Delivery fee,Restaurant Packing Charges,Service Tax (%),Service Charge (%),VAT (%),Commission Expression,Payment type,GSTIN Number,Business Entity name,GST Enabled,Go Live Date,Item_SGST,Item_CGST,Item_IGST,Item_inclusive,PC_SGST,PC_CGST,PC_IGST,PC_inclusive,SC_SGST,SC_CGST,SC_IGST,SC_inclusive,Normal Preptime,Peak Preptime,Orders Notify Email,Orders Notify Mobile,Restaurant Category,Parent Id,Monday Open 1,Monday Close 1,Monday Open 2,Monday Close 2,Monday Open 3,Monday Close 3,Tuesday Open 1,Tuesday Close 1,Tuesday Open 2,Tuesday Close 2,Tuesday Open 3,Tuesday Close 3,Wednesday Open 1,Wednesday Close 1,Wednesday Open 2,Wednesday Close 2,Wednesday Open 3,Wednesday Close 3,Thursday Open 1,Thursday Close 1,Thursday Open 2,Thursday Close 2,Thursday Open 3,Thursday Close 3,Friday Open 1,Friday Close 1,Friday Open 2,Friday Close 2,Friday Open 3,Friday Close 3,Saturday Open 1,Saturday Close 1,Saturday Open 2,Saturday Close 2,Saturday Open 3,Saturday Close 3,Sunday Open 1,Sunday Close 1,Sunday Open 2,Sunday Close 2,Sunday Open 3,Sunday Close 3,SV Enabled,Is Veg
21718,Silver Crown,Old Railway Road,35,"92/9, Near SBI Bank, New Colony, Old Railway Road, Gurgaon",2,"North Indian,Chinese,Tandoor",400,0,"P01244036046,9958404282","28.466753,77.01921100000004",0,0,200,0,0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0.06,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0.13125,[bill_without_taxes]*0.20,1,,,1,dt:01-07-2017,0.13125,0.06,0,0,0,0,0,0,0,0,0,0,20,25,silvercrown515@gmail.com,"9971055224, 9654354815",,,1300,1500,1800,2300,,,1300,1500,1800,2300,,,1300,1500,1800,2300,,,1300,1500,1800,2300,,,1300,1500,1800,2300,,,1300,1500,1800,2300,,,1300,1500,1800,2300,,,1,0
21726,Biryani 365,Ocus Technopolis Building,88,"Opposite HDFC Bank, Golf Course Road, Gurgaon",2,Biryani,600,0,"P9821480789,9821480790","28.440411,77.10288200000002",0,0,200,30,30,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0.1313,[bill_without_taxes]*0.20,1,06AAQFB6151K1Z6,BIRYANI 365,1,dt:01-07-2017,0.06,0.06,0,0,0,0,0,0,0,0,0,0,20,25,aditya.vaid@outlook.com,"98,214,807,899,821,400,000",,2377,1100,2350,,,,,1100,2250,,,,,1100,2250,,,,,1100,2250,,,,,1100,2359,,,,,1100,2359,,,,,1100,2250,,,,,1,0
21742,Wow! Momo,Near Om Sweets,18,"Shop no. 214, Sector 31, 32A Huda Market, Gurgaon - 122001",2,Tibetan,400,0,P8851383639,"28.453428,77.05120099999999",0,0,200,0,30,[CART_SUBTOTAL]<=150?10:20,[CART_SUBTOTAL]*0.06,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0.13125,[bill_without_taxes]*0.18,1,,,1,dt:01-07-2017,0.13125,0.06,0,0,0,0,0,0,0,0,0,0,20,25,delhiprojects@wowmomo.co.in,8852383639,,1776,1100,2245,,,,,1100,2245,,,,,1100,2245,,,,,1100,2245,,,,,1100,2245,,,,,1100,2245,,,,,1100,2245,,,,,1,0
21986,Dark Brown,Sector 15,277,booth no.163 sec15 faridabad,2,"Fast Food,Beverages",200,0,P8860448422,"28.3948187,77.32319299999995",0,0,200,0,0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[bill_without_taxes]*0.16,1,,,1,dt:01-07-2017,0,0,0,0,0,0,0,0,0,0,0,0,20,25,mohitsukhija0001@gmail.com,8860448422,,,1200,2300,,,,,1200,2300,,,,,1200,2300,,,,,1200,2300,,,,,1200,2300,,,,,1200,2300,,,,,1600,2300,,,,,1,0
21991,Chicago Pizza,Main market,277,"Booth Number 135, Main Market, Sector 15, Faridabad",2,Pizzas,600,0,"P9560071988,01294070988","28.3949838,77.32199539999999",0,0,200,30,0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0.06,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0.1313,[bill_without_taxes]*0.15,1,,,1,dt:01-07-2017,0.09,0.09,0,0,0,0,0,0,0,0,0,0,20,25,way2health@yahoo.in,9560071988,,249,945,2300,,,,,945,2300,,,,,945,2300,,,,,945,2300,,,,,945,2300,,,,,945,2300,,,,,945,2300,,,,,1,0
21993,Subway,Huda Market,277,"SCF 78, HUDA Market, Sector 15, Faridabad",2,"Fast Food,Healthy Food",250,0,"P9999225320,01294175071","28.3950549,77.32198760000006",0,0,200,30,0,0,0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[bill_without_taxes]*0.15,1,,,1,dt:01-07-2017,0.09,0.09,0,0,0,0,0,0,0,0,0,0,20,25,way2health@yahoo.in,9999225320,,2,1000,2245,,,,,1000,2245,,,,,1000,2245,,,,,1000,2245,,,,,1000,2245,,,,,1000,2245,,,,,1000,2245,,,,,1,0
21997,Friend's Cafe,Unitech Infospace,30,"Shop No. 14, Amenity Block, Candour Infospace, Sector 21",2,"Fast Food,Cafe,Street Food",400,0,"P01244068422,9910173112,9899006554","28.509502,77.06933079999999",0,0,200,0,30,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0.06,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0.1313,[bill_without_taxes]*0.20,1,,,1,dt:01-07-2017,0.1313,0.06,0,0,0,0,0,0,0,0,0,0,20,25,cafefriendsinfospace@gmail.com,"9910173112, 9899006554",,3374,900,2130,,,,,900,2130,,,,,900,2130,,,,,900,2130,,,,,900,2130,,,,,900,2130,,,,,,,,,,,1,0
22006,Lock-up,Sector 22,30,"SCO 83, Sector 22, Gurgaon",2,"Chinese,Continental,Indian",600,0,"P01246566567,7827911111","28.502813,77.063416",0,0,200,0,30,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0.056,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0.13125,[bill_without_taxes]*0.16,1,,,1,dt:01-07-2017,0.13125,0.056,0,0,0,0,0,0,0,0,0,0,20,25,lockupindia@gmail.com,7827911111,,,1200,2359,1,200,,,1200,2359,1,200,,,1200,2359,1,200,,,1200,2359,1,200,,,1200,2359,1,200,,,1200,2359,1,200,,,1200,2359,1,200,,,1,0
22007,Ullu Delivers,Sector 52,88,"482, Near Shyam Sweets, Wazirabad, Sector 52",2,"Chinese,Continental,Indian",550,0,P9999598144,"28.432047,77.09040099999993",0,0,200,0,30,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0.06,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0.1313,[bill_without_taxes]*0.18,1,,,1,dt:01-07-2017,0.1313,0.06,0,0,0,0,0,0,0,0,0,0,20,25,ulludelivers@gmail.com,9999598144,,,2000,2359,0,145,,,2000,2359,0,145,,,2000,2359,0,145,,,2000,2359,0,145,,,2000,2359,0,145,,,2000,2359,0,145,,,2000,2359,0,145,,,1,0
22008,D Namasste kitchen,Rodeo Drive,19,"DG 34, Rodeo Drive, Sector 49, Near, Sector 50, Gurgaon",2,"Chinese,Thai,Indian",600,0,"P9910343439,8373993754","28.420162,77.05159800000001",0,0,200,0,30,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[bill_without_taxes]*0.20,1,,,1,dt:01-07-2017,0,0,0,0,0,0,0,0,0,0,0,0,20,25,dnammastekitchen34@gmail.com,"9910343439, 8373993754",,,1200,2300,,,,,1200,2300,,,,,1200,2300,,,,,1200,2300,,,,,1200,2300,,,,,1200,2300,,,,,1200,2300,,,,,1,0
22009,Ji Hazoor,Rodeo Drive,19,"Shop DG 28, Rodeo Drive, Unitech Arcadia 2, Sector 49, Near Sector 50, Gurgaon",2,"Chinese,Fast Food",300,0,P9560077446,"28.420162,77.05159800000001",0,0,200,0,30,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[bill_without_taxes]*0.20,1,,,1,dt:01-07-2017,0,0,0,0,0,0,0,0,0,0,0,0,20,25,yogeshyadav309@gmail.com,9015027446,,2833,1100,2300,,,,,1100,2300,,,,,1100,2330,,,,,1100,2300,,,,,1100,2300,,,,,1100,2300,,,,,1100,2300,,,,,1,0
22010,My Country Platter,DLF Phase 4,87,"Behind supermart 2, DLF Phase 4, Gurgaon",2,"North Indian,Asian",700,0,P9718455660,"28.4614099,77.08880279999994",0,0,200,30,30,18,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[bill_without_taxes]*0.2,1,,,1,dt:01-07-2017,0,0,0,0,0,0,0,0,0,0,0,0,20,25,mcphospitality@gmail.com,9718455660,,,1800,2245,,,,,,,,,,,1800,2245,,,,,1800,2245,,,,,1800,2245,,,,,1800,2245,,,,,1800,2245,,,,,1,0
22011,Westeross,Unitech Infospace,30,"A11/B32, Unit 2A, Block 4A, IT/ITeS SEZ Candor TechSpace, Dundahera, Sector 21, Gurgaon",2,"American,Mexican,Lebanese",700,0,P1244286537,"28.509502,77.06933079999999",0,0,200,30,30,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0.06,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[bill_without_taxes]*0.20,1,06ADCFS4695J1ZM,SAKASARYA FOODS LLP,1,dt:01-07-2017,0,0.06,0,0,0,0,0,0,0,0,0,0,20,25,gujarsam@gmail.com,9971501940,,,800,2359,,,,,800,2359,,,,,800,2359,,,,,800,2359,,,,,800,2359,,,,,800,2359,,,,,,,,,,,1,0
22012,Live Wok,Unitech Infospace,30,"Unitech Infospace, Sector 21, Gurgaon",2,Asian,700,0,"P7895736858,9634025319","28.509502,77.06933079999999",0,0,200,30,30,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0.06,[CART_SUBTOTAL]*0.0,[CART_SUBTOTAL]*0.1313,[bill_without_taxes]*0.20,1,07AAGFL1150J1ZH,Live Wok,1,dt:01-07-2017,0.09,0.09,0,0,0,0,0,0,0,0,0,0,20,25,yogeshverma69@gmail.com,"7895736858, 9634025319",,,1200,2230,,,,,1200,2230,,,,,1200,2230,,,,,1200,2230,,,,,1200,2230,,,,,1200,1700,,,,,,,,,,,1,0
22013,Midnight Sutra,Sector 43,87," House number 1363, sector 43, gurgaon",2,"North Indian,Chinese,Fast Food",600,0,P1246527711,"28.45012417369759,77.09062455641401",0,0,200,30,30,30,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0.13125,[bill_without_taxes]*0.15,1,,,1,dt:01-07-2017,0.13125,0,0,0,0,0,0,0,0,0,0,0,20,25,manishjolly1855@gmail.com,9718244440,,3307,1200,2345,,,,,1200,2345,,,,,1200,2345,,,,,1200,2345,,,,,1200,2345,,,,,1200,2345,,,,,1200,2345,,,,,1,0
22017,Flying Kukkad,Wazirabad,88,"294, VPO Wazirabad, Ardee City, Sector - 52, Gurgaon, Haryana",2,"North Indian,Continental,Lebanese",600,0,"P8826379696,8826389696,9711411491","28.43686,77.08618999999999",0,0,200,30,30,[CART_SUBTOTAL]<500?30:50,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0.13125,[bill_without_taxes]*0.195,1,,,1,dt:01-07-2017,0.13125,0,0,0,0,0,0,0,0,0,0,0,20,25,gurinder@lochisfood.com,9711411491,,,1100,1530,1900,2359,0,145,,,,,,,1100,1530,1900,2359,0,145,1100,1530,1900,2359,0,145,1100,1530,1900,2359,0,145,1100,1530,1900,2359,0,145,1100,1530,1900,2359,0,145,1,0
22018,Lockup,DLF Phase 4,87,"136, Ground Floor, Vyapar Kendra, Block C, Phase 1, Sushant Lok, Gurgaon",2,"North Indian,Chinese,Mughlai",450,0,"P01246588888,01246588588","28.4599251,77.08343450000007",0,0,200,0,30,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0.13125,[bill_without_taxes]*0.18,1,,,1,dt:01-07-2017,0.13125,0,0,0,0,0,0,0,0,0,0,0,20,25,lockupindia@gmail.com,7827099999,,3337,1200,2359,0,145,,,1200,2359,0,145,,,1200,2359,0,145,,,1200,2359,0,145,,,1200,2359,0,145,,,1200,2359,0,145,,,1200,2359,0,145,,,1,0
22019,Moti Mahal Delux,DLF Phase 4,87,"LG 24, DLF Mega Mall, Golf Course Road, DLF Phase 1, Gurgaon",2,North Indian,650,0,"P01244303461,01244303462","28.475727,77.09309299999995",0,0,200,0,30,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0.06,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0.13125,[bill_without_taxes]*0.18,1,,,1,dt:01-07-2017,0.13125,0.06,0,0,0,0,0,0,0,0,0,0,20,25,motimahalmegamall@gmail.com,8447657360,,2113,1200,2330,,,,,1200,2330,,,,,1200,2330,,,,,1200,2330,,,,,1200,2330,,,,,1200,2330,,,,,1200,2330,,,,,1,0
22020,A Piece of Paris,Unitech Infospace,30,"Next to Citibank ATM, Unitech Infospace, Sector 21, Gurgaon",2,"Desserts,Bakery",700,0,P7042721625,"28.509502,77.06933079999999",0,0,200,0,30,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[bill_without_taxes]*0.22,1,,,1,dt:01-07-2017,0,0,0,0,0,0,0,0,0,0,0,0,20,25,lachef@apieceofparis.in,7042721625,,,1000,1930,,,,,1000,1930,,,,,1000,1930,,,,,1000,1930,,,,,1000,1930,,,,,,,,,,,,,,,,,1,0
22023,Aapka Swaad Number 1,Lakeforest Wines,30,"Adjacent Lakeforest Wines, Rao Man Singh Chowk, Dundhera, Gurgaon",2,North Indian,400,0,"P01244286697,9212146697","28.516873,77.07877180000003",0,0,200,0,30,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[bill_without_taxes]*0.22,1,,,1,dt:01-07-2017,0,0,0,0,0,0,0,0,0,0,0,0,20,25,aapkaswadnumber1@gmail.com,9212146697,,,900,1900,0,145,2000,2359,900,1900,0,145,2000,2359,900,1900,0,145,2000,2359,900,1900,0,145,2000,2359,900,1900,0,145,2000,2359,900,1900,0,145,2000,2359,900,1900,0,145,2000,2359,1,0
22024,Deepak Chinese Fast Food,Sector 23 Huda Market,30,"HUDA Market, Sector 23, Gurgaon",2,"North Indian,Chinese",200,0,"P9899214190,9953506894,9810736877","28.5111577,77.0464445",0,0,200,0,30,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[bill_without_taxes]*0.20,1,,,1,dt:01-07-2017,0,0,0,0,0,0,0,0,0,0,0,0,20,25,khadkadeepak1982@gmail.com,"9899214190, 9953506894, 9810736877",,,1130,2330,,,,,1130,2330,,,,,1130,2330,,,,,1130,2330,,,,,1130,2330,,,,,1130,2330,,,,,1130,2330,,,,,1,0
22026,food smugglers,Sector 43,87,House number 1363 sector 43 gurgaon,2,"North Indian,Chinese,Fast Food",600,0,"P9718244440,9718299990","28.45158865815992,77.08776263939512",0,0,200,30,30,30,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0.13125,[bill_without_taxes]*0.15,1,,,1,dt:01-07-2017,0.13125,0,0,0,0,0,0,0,0,0,0,0,20,25,manishjolly1855@gmail.com,"97,182,444,409,718,200,000",,3298,1200,2345,,,,,1200,2345,,,,,1200,2345,,,,,1200,2345,,,,,1200,2345,,,,,1200,2345,,,,,1200,2345,,,,,1,0
22032,Carl's Jr.,One Horizon Centre,87,"1st Floor, One Horizon Centre, Golf Course Road, Gurgaon",2,"American,Fast Food",450,0,P1246500154,"28.4512,77.09803399999998",0,0,200,30,30,10,[CART_SUBTOTAL]*0.06,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[bill_without_taxes]*0.15,1,06AAECC0012D1ZM,"Cybiz BrightStar Restaurants P. Ltd.						",1,dt:01-07-2017,0.09,0.09,0,0,0.09,0.09,0,0,0,0,0,0,20,25,delivery@carlsjr.in,,,2414,1100,2230,,,,,1100,2230,,,,,1100,2230,,,,,1100,2230,,,,,1100,2230,,,,,1100,2230,,,,,1100,2230,,,,,1,0
22033,Lajawab Family Restaurant,opp. DLF phase 3 metro,17,"9/30, U Block, DLF Phase 3, Gurgaon",2,"North Indian,Chinese,Biryani,South Indian,Fast Food",350,0,P9205672511,"28.49344,77.09397000000001",0,0,200,30,30,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[bill_without_taxes]*0.18,1,,,1,dt:01-07-2017,0,0,0,0,0,0,0,0,0,0,0,0,20,25,lajawabrestro@gmail.com,9205672511,,1951,1100,1600,1900,2345,,,1100,1600,1900,2345,,,1100,1600,1900,2345,,,1100,1600,1900,2345,,,1100,1600,1900,2345,,,1100,1600,1900,2345,,,1100,1600,1900,2345,,,1,0
22091,Wrapchick shawarma express,Shushant Lok,87,"F10, LGF, SUSHANT ARCADE, SUSHANT LOK 1,GURGAON-122002",2,"North Indian,Chinese,Continental,Lebanese",400,0,"P9958076977,9540730867","28.460929,77.07939699999997",0,0,200,0,30,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[bill]*0.21,1,,,1,dt:01-07-2017,0,0,0,0,0,0,0,0,0,0,0,0,20,25,wrapchickonline@gmail.com,9958076977,,2399,1400,2359,0,145,,,1400,2359,0,145,,,1400,2359,0,145,,,1400,2359,0,145,,,1400,2359,0,145,,,1400,2359,0,145,,,1400,2359,0,145,,,1,0
22106,Burger Unlimited Kitchen,Sector 46,19,"Shop 78, HUDA Market, Sector 46, Gurgaon",2,"North Indian,Chinese,Fast Food",400,0,"P9873000109,9873000239","28.434542,77.05976099999998",0,0,200,30,30,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[bill_without_taxes]*0.1913,1,06aktps3355b1zz,Burger unlimited kitchen,1,dt:01-07-2017,0.09,0.09,0,0,0,0,0,0,0,0,0,0,20,25,sainirajat@yahoo.in,9873000109,,,1130,2245,,,,,1130,2245,,,,,1130,2245,,,,,1130,2245,,,,,1130,2245,,,,,1130,2245,,,,,1130,2245,,,,,1,0
22319,Funk House Cafe,"Sector 28, Faridabad",279,"Plot 2347, Near Sector 28 Metro Station, Sector 28, Faridabad",2,"Continental,Italian,Snacks",650,0,"P8010430007,9555717000","28.4389211,77.3133083",0,0,200,0,0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0.13125,[bill_without_taxes]*0.13,1,,,1,dt:01-07-2017,0.13125,0,0,0,0,0,0,0,0,0,0,0,20,25,supreetsingh77@gmail.com,9555717000,,,1300,2300,,,,,1300,2300,,,,,1300,2300,,,,,1300,2300,,,,,1300,2300,,,,,1300,2300,,,,,1300,2300,,,,,1,0
22323,Berco's,Sector 35,279,"Shop R-2, 3rd Floor, Crown Interiorz Mall, Sector 35, Faridabad",2,"Chinese,Thai",1200,0,"P01294109541,01294109542","28.4696614,77.30619720000004",0,0,200,30,0,[CART_SUBTOTAL]<250?30:0,([CART_SUBTOTAL]+([CART_SUBTOTAL]<250?30:0))*0.06,[CART_SUBTOTAL]*0,([CART_SUBTOTAL]+([CART_SUBTOTAL]<250?30:0))*0.125,[bill_without_taxes]*0.15,1,06AAAFB0104C1ZM,Berco Melody House,1,dt:01-07-2017,0.09,0.09,0,0,0,0,0,0,0,0,0,0,20,25,faridabad@bercos.net,7906488380,,108,1200,2300,,,,,1200,2300,,,,,1200,2300,,,,,1200,2300,,,,,1200,2300,,,,,1200,2300,,,,,1200,2300,,,,,1,0
22326,Anupama Sweets and Restaurant,Sector 34,279,"SCF 3, Ashoka Enclave Part 1, Near Kanishka Tower, Sector 34, Faridabad",2,"Chinese,Indian,Snacks",300,0,"P9999777016,01294085550,01294086660","28.4719116,77.31489750000003",0,0,200,0,0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[bill_without_taxes]*0.12,1,,,1,dt:01-07-2017,0,0,0,0,0,0,0,0,0,0,0,0,20,25,kushik.mukesh@gmail.com,9999777016,,,845,2215,,,,,845,2215,,,,,845,2215,,,,,845,2215,,,,,845,2215,,,,,845,2215,,,,,845,2215,,,,,1,0
22335,Biryani Queen,Sector 51,88,"M-219, Basement, Orchid Island, Sector 51, Near Artemis Hospital",2,Biryani,550,0,P9871901629,"28.429275,77.07011699999998",0,0,200,30,30,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0.13125,[bill_without_taxes]*0.20,1,06aanca9041r1zz,ARSHIA FOODWORKS PVT LTD,1,dt:01-07-2017,0.06,0.06,0,0,0,0,0,0,0,0,0,0,20,25,chaitanya@arshiafoodworks.com,9871901629,,2412,900,1200,,,,,900,1200,,,,,900,1200,,,,,900,1200,,,,,900,1200,,,,,900,1200,,,,,900,1200,,,,,1,0
22336,Grill Inn,JMD Megapolis,19,"S floor, JMD Megapolis, Sector 48, Sohna Road",2,"Continental,Italian",300,0,P8800115026,"28.419470,77.038239",0,0,200,0,30,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0.06,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0.1313,[bill_without_taxes]*0.16,1,,,1,dt:01-07-2017,0.1313,0.06,0,0,0,0,0,0,0,0,0,0,20,25,vivekmatiz@live.com,8800115026,,432,930,1930,,,,,930,1930,,,,,930,1930,,,,,930,1930,,,,,930,1930,,,,,930,1930,,,,,0,0,,,,,1,0
22337,Hangout Cafe,New Railway road,35,"16 C, Opposite Lady of Fatima Convent School, New Colony, Old Railway Road, Gurgaon",2,"Chinese,Fast Food,Beverages",150,0,P1244077040,"28.465262,77.02004399999998",0,0,200,0,0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[bill_without_taxes]*0.25,1,,,1,dt:01-07-2017,0,0,0,0,0,0,0,0,0,0,0,0,20,25,hangoutgaminglounge@gmail.com,9911115868,,2803,1030,2130,,,,,1030,2130,,,,,1030,2130,,,,,1030,2130,,,,,1030,2130,,,,,1030,2130,,,,,1030,2130,,,,,1,0
22338,Grub Station,Sector 46,19,"House No. 1396, Huda colony, Sector 46, Gurgaon",2,"Continental,Fast Food,Indian",400,0,"P01242581396,9717352087","28.430166,77.05667900000003",0,0,200,30,30,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[bill_without_taxes]*0.25,1,,,1,dt:01-07-2017,0,0,0,0,0,0,0,0,0,0,0,0,20,25,info.grubstation@gmail.com,9717352087,,,1100,2200,,,,,1100,2200,,,,,1100,2200,,,,,1100,2200,,,,,1100,2200,,,,,1100,2200,,,,,1100,2200,,,,,1,0
22340,Orange Chopsticks,Opp. St. Stephens Hospital,17,"S27/9, S Block, Nathupar DLF Phase 3",2,"North Indian,Chinese",500,0,P1244016770,"28.48708,77.10422399999993",0,0,200,0,30,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0.06,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0.1313,[bill_without_taxes]*0.18,1,,,1,dt:01-07-2017,0.1313,0.06,0,0,0,0,0,0,0,0,0,0,20,25,contactorangechopstick@gmail.com,9999282540,,2411,1200,2230,,,,,1200,2230,,,,,1200,2230,,,,,1200,2230,,,,,1200,2230,,,,,1200,2230,,,,,1200,2230,,,,,1,0
22341,Coastal Reef,Galleria Market,87,"SF-91, 1st floor, Galleria Market, DLF Phase 4",2,"South Indian,Seafood,Coastal",600,0,"P01244119757,9810149757","28.467533,77.08182799999986",0,0,200,30,30,15,[CART_SUBTOTAL]*0.06,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0.13125,[bill]*0.20,1,06AAYCS0238H1Z2,SIMRAN HOSPITALITY CITY SERVICES,1,dt:01-07-2017,0.09,0.09,0,0,0,0,0,0,0,0,0,0,20,25,puneet.rekhi@gmail.com,"98,101,497,579,810,500,000",,2413,1130,2330,,,,,1130,2330,,,,,1130,2330,,,,,1130,2330,,,,,1130,2330,,,,,1130,2330,,,,,1130,2330,,,,,1,0
22343,Tongue Twisters,Sector 15,29,"Shop 65, Part 2, Sector 15, Gurgaon",2,Ice Cream,200,0,P9811882794,"28.457473,77.04348500000003",0,0,200,30,30,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[bill_without_taxes]*0.18,1,06AAMFD3176G1ZE,Tongue Twisters,1,dt:01-07-2017,0.09,0.09,0,1,0,0,0,1,0,0,0,0,20,25,deliciousdessertsggn@gmail.com,9811882784,,2728,1200,2245,,,,,1200,2245,,,,,1200,2245,,,,,1200,2245,,,,,1200,2245,,,,,1200,2245,,,,,1200,2245,,,,,1,0
22345,Tongue Twisters,Sector 29,18,"Leisure valley parking, Sector 29, Gurgaon",2,Ice Cream,200,0,P9899016890,"28.470136,77.06534499999998",0,0,200,30,30,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0.13125,[bill_without_taxes]*0.18,1,06AAMFD3176G1ZE,Tongue Twisters,1,dt:01-07-2017,0.13125,0,0,0,0,0,0,0,0,0,0,0,20,25,deliciousdessertsggn@gmail.com,9899016890,,2728,1900,2345,,,,,1900,2345,,,,,1900,2345,,,,,1900,2345,,,,,1900,2345,,,,,1900,2345,,,,,1900,2345,,,,,1,0
22346,Cafe Cravings,MGF Metropolitan Mall,17,"Shop no. 22, 2nd Floor, MGF Metropolitan Mall, MG Road, Gurgaon",2,"Italian,Bakery",500,0,"P9811463990,01244365871","28.480798,77.08022200000005",0,0,200,30,30,([CART_SUBTOTAL]<=500?20:40),[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[CART_SUBTOTAL]*0,[bill_without_taxes]*0.22,1,06DHWPS9326H1ZH,CRAVINGS,1,dt:01-07-2017,0,0,0,0,0,0,0,0,0,0,0,0,20,25,"cafecraving@gmail.com, sasonsenterprises@gmail.com","9810233990, 9811463990",,,1000,2200,,,,,1000,2200,,,,,1000,2200,,,,,1000,2200,,,,,1000,2200,,,,,1000,2200,,,,,1001,2200,,,,,1,0
